framework,framework_version,simulator,architecture,n,depth,n_samples,mean_entropy,std_entropy,stderr_entropy,mean_normalized_entropy,std_normalized_entropy,stderr_normalized_entropy,seed
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,18,50,2.533042912701959,0.22699150337171092,0.03210144626117317,0.6332607281754897,0.05674787584292773,0.008025361565293293,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,19,50,2.5926174678849403,0.2827007719301212,0.039979926575692055,0.6481543669712351,0.0706751929825303,0.009994981643923014,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,20,50,2.7363178300858824,0.20569769841387528,0.02909004748458331,0.6840794575214706,0.05142442460346882,0.007272511871145827,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,21,50,2.7452440436107177,0.18529483717200293,0.026204647176636085,0.6863110109026794,0.04632370929300073,0.006551161794159021,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,22,50,2.8306321918602015,0.22254446423609575,0.03147253995537408,0.7076580479650504,0.05563611605902394,0.00786813498884352,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,23,50,2.7951838459741776,0.2105869108260795,0.029781486534849518,0.6987959614935444,0.052646727706519875,0.0074453716337123796,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,24,50,2.8947695896812426,0.1715793427229449,0.024264983350185006,0.7236923974203107,0.042894835680736224,0.006066245837546252,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,25,50,2.901653867670555,0.2047258572854827,0.028952608394158835,0.7254134669176387,0.051181464321370676,0.007238152098539709,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,26,50,2.971417669073459,0.1481639103431479,0.020953541146151108,0.7428544172683648,0.03704097758578698,0.005238385286537777,819795213
PennyLane,0.44.1,lightning.qubit,brickwall_1d,8,27,50,3.015141287128005,0.15654031657133843,0.022138143875336455,0.7537853217820013,0.03913507914283461,0.005534535968834114,819795213
